149,p.darko5,9c282dd6ee006fac,Mr. Thomas Darko Sr,69
150,p.asante5,9c282ed6ee007193,Mrs. Rachel Asante,70
151,p.mensah6,9c282bd6ee006d6d,Mr. Simon Mensah Sr,71
152,p.ofori5,9c282cd6ee006f54,Mrs. Leah Ofori,72
153,p.agyeman5,9c2829d6ee006a3f,Mr. Joshua Agyeman Sr,73
154,p.appiah5,9c282ad6ee006c26,Mrs. Miriam Appiah,74
155,p.asare5,9c27e1d6ee000b0b,Mr. Caleb Asare Sr,75
156,p.boateng6,9c27e2d6ee000cf2,Mrs. Abigail Boateng,76
157,p.frimpong5,9c27dfd6ee0006d5,Mr. Isaac Frimpong Sr,77
158,p.quaye5,9c27e0d6ee0008bc,Mrs. Priscilla Quaye,78
159,p.osei5,9c27ddd6ee000199,Mr. Elijah Osei Sr,79
160,p.antwi5,9c27ded6ee000380,Mrs. Dorcas Antwi,80
161,p.sarpong5,9c27dbd6ee0ffdb3,Mr. Aaron Sarpong Sr,81
162,p.tetteh6,9c23ead6ee07b920,Mrs. Eunice Tetteh,82
163,p.darko6,,Mr. Moses Darko Sr,83
164,p.asante6,,Mrs. Phoebe Asante,84
165,p.mensah7,,Mr. Gideon Mensah Sr,85
166,p.ofori6,9c23ead6ee07b920,Mrs. Tabitha Ofori,86
